,date,ATR,,
0,4/1/19,4.65,,
1,4/2/19,4.379285714285735,,
2,4/3/19,5.487142857142849,,
3,4/4/19,4.810428571428576,,
4,4/5/19,5.492142857142848,,
5,4/8/19,5.433571428571448,,
6,4/9/19,4.451428571428559,,
7,4/10/19,4.367771428571436,,
8,4/11/19,4.124142857142837,,
9,4/12/19,4.770714285714312,,
10,4/15/19,4.095714285714308,,
11,4/16/19,3.991428571428559,,
12,4/17/19,3.9242857142857184,,
13,4/18/19,2.481428571428552,,
14,4/22/19,2.209285714285715,,
15,4/23/19,4.195714285714266,,
16,4/24/19,3.6942857142857366,,
17,4/25/19,3.259285714285681,,
18,4/26/19,3.662114285714296,,
19,4/29/19,3.891428571428552,,
20,4/30/19,3.764999999999966,,
21,5/1/19,4.175714285714268,,
22,5/2/19,3.4264285714285814,,
23,5/3/19,2.9157142857142566,,
24,5/6/19,4.559285714285737,,
25,5/7/19,6.442857142857142,,
26,5/8/19,5.090714286,,
27,5/9/19,8.225714285714272,,
28,5/10/19,9.418571428571417,,
29,5/13/19,10.722142857142854,,
30,5/14/19,8.478571428571412,,
31,5/15/19,8.580714285714269,,
32,5/16/19,5.623571428571422,,
33,5/17/19,5.393571428571444,,
34,5/20/19,5.278571428571423,,
35,5/21/19,3.502142857142851,,
36,5/22/19,3.3828571428571235,,
37,5/23/19,5.683571428571428,,
38,5/24/19,3.8521428571428737,,
39,5/28/19,5.436428571428564,,
40,5/29/19,7.442857142857158,,
41,5/30/19,5.9235714285714165,,
42,5/31/19,7.505714285714264,,
43,6/3/19,9.307442857142869,,
44,6/4/19,6.743571428571422,,
45,6/5/19,4.740714285714298,,
46,6/6/19,5.077142857142876,,
47,6/7/19,7.310000000000035,,
48,6/10/19,8.736900000000007,,
49,6/11/19,9.247071429,,
50,6/12/19,7.003214285714291,,
51,6/13/19,7.104285714285745,,
52,6/14/19,6.697142857142869,,
53,6/17/19,6.157142857142893,,
54,6/18/19,8.550714285714289,,
55,6/19/19,7.707857142857124,,
56,6/20/19,8.911764285714302,,
57,6/21/19,6.730714285714279,,
58,6/24/19,4.974999999999986,,
59,6/25/19,4.561428571428597,,
60,6/26/19,3.229642857142847,,
61,6/27/19,2.6042857142857208,,
62,6/28/19,3.018571428571444,,
63,7/1/19,5.199285714285736,,
64,7/2/19,4.27,,
65,7/3/19,5.789285714285707,,
66,7/5/19,5.240714285714274,,
67,7/8/19,4.366057142857138,,
68,7/9/19,3.7649999999999744,,
69,7/10/19,4.755000000000028,,
70,7/11/19,4.4178571428571285,,
71,7/12/19,5.004285714,,
72,7/15/19,4.887857142857135,,
73,7/16/19,4.124999999999992,,
74,7/17/19,3.431428571428569,,
75,7/18/19,3.1521428571428607,,
76,7/19/19,3.3407142857142924,,
77,7/22/19,2.0307142857142657,,
78,7/23/19,2.2114285714285296,,
79,7/24/19,3.0642857142857247,,
80,7/25/19,2.600714286,,
81,7/26/19,3.017857142857163,,
82,7/29/19,2.4178571428571485,,
83,7/30/19,2.2442857142857195,,
84,7/31/19,6.093571428571429,,
85,8/1/19,7.074285714285736,,
86,8/2/19,7.9142857142857315,,
87,8/5/19,16.16571428571425,,
88,8/6/19,12.933571428571453,,
89,8/7/19,14.53714285714283,,
90,8/8/19,8.945000000000002,,
91,8/9/19,8.000714286,,
92,8/12/19,9.078628571428595,,
93,8/13/19,9.297142857,,
94,8/14/19,11.242600000000014,,
95,8/15/19,9.440000000000014,,
96,8/16/19,7.463442857142861,,
97,8/19/19,4.616428571428559,,
98,8/20/19,4.465714286,,
99,8/21/19,3.959285714285719,,
100,8/22/19,5.533571428571447,,
101,8/23/19,9.351428571428537,,
102,8/26/19,4.797142857142871,,
103,8/27/19,5.352857142857159,,
104,8/28/19,5.200714285714282,,
105,8/29/19,4.7871428571428805,,
106,8/30/19,5.338471428571402,,
107,9/3/19,3.963571428571425,,
108,9/4/19,4.283571428571435,,
109,9/5/19,8.034285714,,
110,9/6/19,7.296428571428562,,
111,9/9/19,7.468571428571432,,
112,9/10/19,6.263571428571408,,
113,9/11/19,7.516428571428544,,
114,9/12/19,8.797142857142834,,
115,9/13/19,7.357142857142874,,
116,9/16/19,5.750814285714317,,
117,9/17/19,4.640714285714272,,
118,9/18/19,4.692857142857166,,
119,9/19/19,4.5306071428571295,,
120,9/20/19,4.129285714285702,,
121,9/23/19,2.881428571,,
122,9/24/19,5.530714285714274,,
123,9/25/19,5.172857143,,
124,9/26/19,3.999285714285727,,
125,9/27/19,5.759714285714291,,
126,9/30/19,3.4207142857142765,,
127,10/1/19,6.519999999999994,,
128,10/2/19,11.092142857142866,,
129,10/3/19,12.076428571428576,,
130,10/4/19,6.3807142857142924,,
131,10/7/19,4.707857142857149,,
132,10/8/19,7.001428571428562,,
133,10/9/19,5.122142857142856,,
134,10/10/19,4.762857142857131,,
135,10/11/19,5.3086285714285895,,
136,10/14/19,3.5228571428571587,,
137,10/15/19,6.090714285714276,,
138,10/16/19,5.4150000000000285,,
139,10/17/19,6.195714285714303,,
140,10/18/19,5.653571428571411,,
141,10/21/19,5.617142857,,
142,10/22/19,5.535714285714262,,
143,10/23/19,4.118928571428573,,
144,10/24/19,4.622121428571428,,
145,10/25/19,5.230714285714283,,
146,10/28/19,5.633571428571453,,
147,10/29/19,5.189285714285733,,
148,10/30/19,5.008571428571441,,
149,10/31/19,4.2557142857142765,,
150,11/1/19,5.182857142857143,,
151,11/4/19,6.315714285714291,,
152,11/5/19,5.659500000000032,,
153,11/6/19,4.7542857142856905,,
154,11/7/19,6.069285714285692,,
155,11/8/19,4.994314285714304,,
156,11/11/19,3.9128571428571695,,
157,11/12/19,4.547857143,,
158,11/13/19,3.717142857142871,,
159,11/14/19,3.2000000000000006,,
160,11/15/19,4.575714285714262,,
161,11/18/19,4.402142857142833,,
162,11/19/19,4.279285714285704,,
163,11/20/19,3.5485714285714454,,
164,11/21/19,2.531428571428567,,
165,11/22/19,2.359285714285708,,
166,11/25/19,3.377142857142855,,
167,11/26/19,3.781428571428543,,
168,11/27/19,4.444285714285733,,
169,11/29/19,3.7771428571428527,,
170,12/2/19,4.075000000000017,,
171,12/3/19,4.694285714285712,,
172,12/4/19,2.539285714285723,,
173,12/5/19,2.354285714285729,,
174,12/6/19,3.1507142857142947,,
175,12/9/19,2.989285714285724,,
176,12/10/19,2.757857143,,
177,12/11/19,2.3128571428571303,,
178,12/12/19,5.037142857142868,,
179,12/13/19,5.052142857142878,,
180,12/16/19,5.945714285714266,,
181,12/17/19,5.637857142857143,,
182,12/18/19,5.343571428571437,,
183,12/19/19,5.677857142857168,,
184,12/20/19,6.004200000000002,,
185,12/26/19,4.697857142857133,,
186,12/27/19,4.972857142857159,,
187,1/2/20,4.338571428571421,,
188,1/3/20,3.271428571428552,,
189,1/6/20,3.624285714285723,,
190,1/7/20,2.240714285714298,,
191,1/8/20,3.991428571428535,,
192,1/9/20,4.127142857142871,,
193,1/10/20,4.572857142857117,,
194,1/13/20,4.614285714285687,,
195,1/14/20,4.754428571428576,,
196,1/15/20,4.664285714285699,,
197,1/16/20,5.970000000000019,,
198,1/17/20,6.538571428571438,,
199,1/21/20,5.8678571428571535,,
200,1/22/20,5.915714285714273,,
201,1/23/20,5.294628571,,
202,1/24/20,6.142857143,,
203,1/27/20,5.719285714285685,,
204,1/28/20,4.763571428571429,,
205,1/29/20,3.5021428571428754,,
206,1/30/20,5.719999999999991,,
207,1/31/20,8.266428571428557,,
208,2/3/20,5.551428571428549,,
209,2/4/20,3.9299999999999775,,
210,2/5/20,5.062142857142825,,
211,2/6/20,5.598571428571424,,
212,2/7/20,5.607671428571426,,
213,2/10/20,6.4992857142857146,,
214,2/11/20,7.837142857142835,,
215,2/12/20,8.094285714,,
216,2/13/20,8.141428571428573,,
217,2/14/20,6.752857143,,
218,2/18/20,6.311985714285742,,
219,2/19/20,6.3842857142856895,,
220,2/20/20,6.989621428571427,,
221,2/21/20,4.772857142857158,,
222,2/24/20,14.176535714285706,,
223,2/25/20,22.294285714285724,,
224,2/26/20,21.610000000000017,,
225,2/27/20,32.341242857142866,,
226,2/28/20,40.87957142857142,,
227,3/2/20,31.74642857,,
228,3/3/20,28.45928571428572,,
229,3/4/20,21.688571428571457,,
230,3/5/20,20.82928571428573,,
231,3/6/20,24.98857143,,
232,3/9/20,37.65071428571429,,
233,3/10/20,34.35142857142856,,
234,3/11/20,32.565000000000005,,
235,3/12/20,49.89999999999999,,
236,3/13/20,44.81005714285713,,
237,3/16/20,51.74785714285713,,
238,3/17/20,47.98142857142858,,
239,3/18/20,52.16642857142857,,
240,3/19/20,44.315,,
241,3/20/20,42.79571428571429,,
242,3/23/20,46.007614285714304,,
243,3/24/20,29.600714285714268,,
244,3/25/20,27.29928571428573,,
245,3/26/20,23.562142857142856,,
246,3/27/20,20.35285714285714,,
247,3/30/20,18.73857142857144,,
248,3/31/20,17.953571428571404,,
249,4/1/20,18.57507142857144,,
250,4/2/20,13.497142857142858,,
251,4/3/20,13.20214285714285,,
252,4/6/20,20.664999999999992,,
253,4/7/20,25.591428571428548,,
254,4/8/20,24.755000000000003,,
255,4/9/20,26.01642857142857,,
256,4/13/20,19.39142857142856,,
257,4/14/20,23.130714285714262,,
258,4/15/20,20.651414285714285,,
259,4/16/20,15.890714285714266,,
260,4/17/20,19.79214285714287,,
261,4/20/20,18.0262,,
262,4/21/20,13.381428571428597,,
263,4/22/20,10.85071428571427,,
264,4/23/20,10.606428571428568,,
265,4/24/20,8.332142857142847,,
266,4/27/20,9.792142857142837,,
267,4/28/20,11.362857142857122,,
268,4/29/20,13.44285714285713,,
