,index,avg_ATM_IV,-5c,-5p,5c,5p
0,2019-04-01,0.1565053987566017,0.860215772420918,0.059335475179297985,0.011989824366166685,1.0060088232047968
1,2019-04-02,0.11453775218615558,0.7578914237077248,0.038472296078735924,0.002497375372922126,0.8150671791222845
2,2019-04-03,0.18762348904236742,0.8813173025501155,0.05015046939019535,0.03241656662790623,0.9868089540952293
3,2019-04-04,0.13274378963138073,0.7542727300322054,0.02287624279883501,0.03224395449922003,1.0542261924254341
4,2019-04-05,0.10917886330583172,0.7882070393612027,0.03335846722412989,0.019079880997891544,0.9535911067261927
5,2019-04-08,0.1322785273581376,0.8164652872929815,0.04858388523112681,0.010882164728113587,0.9375445021433597
6,2019-04-09,0.10613541198187745,0.7705088604616803,0.019739896291379382,0.028009605518160247,0.97457826828504
7,2019-04-10,0.129276771545092,0.8093404727494722,0.030726179976043252,0.028566504267378088,0.952970989351509
8,2019-04-11,0.08745724177330294,0.7875147369598617,0.01795759345398273,0.03116531445226691,0.6355803405780462
9,2019-04-12,0.10016152234889454,0.7497063677472543,0.015441754373109415,0.032540918626947746,0.8963963865665153
10,2019-04-15,0.13357278213936105,0.8432211590318194,0.05565818757621339,0.002445455708697847,1.0178513365651785
11,2019-04-16,0.09659250551230959,0.7579696053631277,0.015441754373109415,0.032540918626947746,0.9393369314731701
12,2019-04-17,0.14096511015107507,0.7853248747471481,0.0532537145444843,0.023148881915843952,0.9905676135823371
13,2019-04-18,0.09808064404087913,0.764045028104935,0.00950169240413247,0.03693401624448158,0.7810775257396709
14,2019-04-22,0.13007702234767304,0.777301859869994,0.02740521606042045,0.02901720923906124,0.8325140703827278
15,2019-04-23,0.1003847486942774,0.8256845454268497,0.03478777442263775,0.006992786966268123,0.7427764430606687
16,2019-04-24,0.1569820861392731,0.8128728995785606,0.034704343630137434,0.030096287627633583,0.8728609865395405
17,2019-04-25,0.11212760135418029,0.7384132363193547,0.0165396010885502,0.035755860730027254,0.9241236584012744
18,2019-04-26,0.10434405766309898,0.7827164440276785,0.03394422068883693,0.02415970538399269,1.1259490067779208
19,2019-04-29,0.15550165476786643,0.8318420193109498,0.06927213126334432,0.009732036918459527,0.8916989529698371
20,2019-04-30,0.11304512122294398,0.7748785737133254,0.01438044667425283,0.036431038748067204,1.1028444356387985
21,2019-05-01,0.2230536254732218,0.8293893945473203,0.10909652242687125,0.014935599305593109,0.8520313417233216
22,2019-05-02,0.12830455199468518,0.7126175032630749,0.026369840087579966,0.03179588814631019,1.006831977704186
23,2019-05-03,0.09051646003747969,0.7577846260579248,0.011728077313250889,0.03612414164350402,0.7842838569253056
24,2019-05-06,0.1924073513989818,0.8878788713278517,0.09022578918565438,0.01214897089307822,0.8728679008954804
25,2019-05-07,0.22801290314349504,0.8358400489873715,0.08715866691523214,0.015520893056269216,0.8531185498495729
26,2019-05-08,0.3726746560968929,1.055748979731992,0.17533753751356274,0.08560509007168081,0.903666263749134
27,2019-05-09,0.3568527800156655,0.9733704580076677,0.17297043610622714,0.059754517645504365,0.9707087445087955
28,2019-05-10,0.23795614389894815,0.8262781500135911,0.07932508861502281,0.048206491447824774,1.017499201235203
29,2019-05-13,0.38318008285998467,0.9343703313118901,0.19571871462963258,0.05232644646573002,1.0246008498603845
30,2019-05-14,0.19811121323333789,0.8280941960771436,0.0554077605009299,0.02997703546118515,0.7857687095444352
31,2019-05-15,0.23773578142655707,0.8482983979637803,0.06858072297472168,0.04652147282762099,0.9543286610868085
32,2019-05-16,0.1605059586992833,0.8135014608786152,0.06020244647652832,0.014414330035742,0.9587934962553084
33,2019-05-17,0.20875356578370552,0.8878605395566409,0.08098461576958896,0.011513157470913707,0.8890809962781753
34,2019-05-20,0.26503745496170433,0.921835893684097,0.10219700656015002,0.017695662887965806,0.9209219128627376
35,2019-05-21,0.1436099598781572,0.7936566296263163,0.04650907229174292,0.02133171641634652,1.0224549251906745
