date,Return [%],Avg IV
5/5/20,-49.63,0.29395353718447903
5/6/20,50.34,0.46442710186144837
5/7/20,33.84,0.31097902385680726
5/8/20,-100.0,0.26759316859527943
5/11/20,196.25,0.3213713038886893
5/12/20,65.79,0.35532818967251667
5/13/20,-25.38,0.5159306745708706
5/14/20,-67.25,0.32071048113172884
5/15/20,117.59,0.30849973478538045
5/18/20,-57.35,0.3676573389413663
5/19/20,36.87,0.27229015444665894
5/20/20,-83.39,0.35390793603492093
5/21/20,-87.71,0.2549182465211681
5/22/20,0.44,0.2965201644105734
5/26/20,87.81,0.23526704085754357
5/27/20,-91.78,0.34518299503083993
5/28/20,-60.07,0.2667375227236541
5/29/20,-81.1,0.3487513649158876
6/1/20,64.25,0.32698929565812074
6/2/20,91.99,0.2049790478082173
6/3/20,99.47,0.31591968308942947
6/4/20,240.75,0.21727679701045363
6/5/20,12.69,0.24660684009697925
6/8/20,-5.91,0.3181147933435428
6/9/20,-65.59,0.2856626459540384
6/10/20,182.61,0.40271369881650954
6/11/20,-42.34,0.4334539249205855
6/12/20,-63.77,0.49935231199480495
6/15/20,-29.67,0.5213643296988836
6/16/20,-91.14,0.3778385689437223
6/17/20,-52.11,0.44450947344824804
6/18/20,-24.41,0.25774713669267535
6/19/20,-78.71,0.5205773856566565
6/22/20,23.09,0.39127963836167606
6/23/20,122.79,0.2742246196546256
6/24/20,-42.22,0.48620530491777003
6/25/20,100.28,0.2896363190173138
6/26/20,-6.66,0.35806604120937663
6/29/20,28.75,0.39693571898128116
6/30/20,-40.56,0.25267489800271303
7/1/20,21.2,0.4165266420714601
7/2/20,48.37,0.265764802780136
7/6/20,-81.43,0.30848784128678447
7/7/20,-34.69,0.25030678417583035
7/8/20,-81.22,0.3139564935700004
7/9/20,-2.5,0.2421242019684373
7/10/20,-18.06,0.2353811716047688
7/13/20,31.2,0.3913470881641902
7/14/20,-23.18,0.2558344270556827
7/15/20,-100.0,0.35216167406917304
7/16/20,-81.33,0.25578456851479875
7/17/20,-28.73,0.23517301708328436
7/20/20,-33.87,0.2779883245480251
7/21/20,-45.67,0.1914242266181524
7/22/20,93.12,0.2607997334765612
7/23/20,-49.0,0.2316495707931153
7/24/20,-38.7,0.24283815422510438
7/27/20,-58.08,0.2636864535618059
7/28/20,53.88,0.21728313402101995
7/29/20,-81.7,0.2846444632669479
7/30/20,-17.9,0.2518142269556443
7/31/20,-30.41,0.21070837337246281
8/3/20,-9.77,0.25152266512578847
8/4/20,-10.29,0.16323063028327958
8/5/20,-32.07,0.22251311103337246
8/6/20,-100.0,0.18501989941862834
8/7/20,-74.26,0.17584683032639048
8/10/20,-45.5,0.1975764514819752
8/11/20,45.59,0.21836379961367203
8/12/20,-93.98,0.23339354954662225
8/13/20,-100.0,0.1587321185161906
8/14/20,-63.07,0.15485951234642883
8/17/20,-100.0,0.18148800392769895
8/18/20,-32.13,0.1274459997273822
8/19/20,-32.29,0.21691670153306936
8/20/20,-57.44,0.13330473387809375
8/21/20,76.31,0.13973343485141043
8/24/20,59.18,0.1784566874480873
8/25/20,204.26,0.12233129536067834
8/26/20,-30.31,0.3092146365917315
8/27/20,-16.65,0.18500397424339746
8/28/20,-60.06,0.1591181812342116
8/31/20,201.81,0.2423844925909165
9/1/20,153.23,0.1469943919937903
9/2/20,324.93,0.27674646190601104
9/3/20,-50.45,0.3302272946810506
9/4/20,107.66,0.36160369327276876
9/8/20,-3.15,0.44251489267756877
9/9/20,-4.82,0.430097522019667
9/10/20,-99.03,0.39016047295739437
9/11/20,11.42,0.2921384298900189
9/14/20,-100.0,0.3647350164864596
9/15/20,-67.38,0.23353395395241913
9/16/20,88.95,0.38400598186488766
9/17/20,51.41,0.26063349475390174
9/18/20,-15.62,0.2746304684683821
9/21/20,-26.14,0.4218428433470626
9/22/20,158.4,0.2272940839522135
9/23/20,13.52,0.41128757417483297
9/24/20,47.27,0.27794449447043973
9/25/20,42.98,0.26983780032402255
9/28/20,-100.0,0.33340642696813316
9/29/20,-40.97,0.28767914505130854
9/30/20,-96.51,0.40378681621951845
10/1/20,-21.53,0.2766287477134488
10/2/20,24.3,0.32684002159225256
10/5/20,-83.26,0.29893128078269765
10/6/20,49.52,0.2634103447570226
10/7/20,34.37,0.3046830625753816
10/8/20,-21.99,0.24012299866344916
10/9/20,80.56,0.22160092478835702
10/12/20,3.17,0.26283175880721116
10/13/20,-32.75,0.19106559117375355
10/14/20,-100.0,0.3069019731835871
10/15/20,-100.0,0.19935489152281885
10/16/20,66.08,0.26301979317290186
10/19/20,-100.0,0.3372824412077572
10/20/20,-92.16,0.27859984817592187
10/21/20,-38.8,0.3338499478288158
10/22/20,-73.21,0.2300158560762435
10/23/20,73.42,0.2742385475330404
10/26/20,148.79,0.3696863993058931
10/27/20,261.7,0.2337120988074815
10/28/20,-100.0,0.4932642760283731
10/29/20,-32.36,0.3348492587086018
10/30/20,-44.28,0.4765199940305545
11/2/20,33.36,0.7481514602353027
11/3/20,-19.17,0.626499340317377
11/4/20,-8.08,0.4923089285532193
11/5/20,-100.0,0.27233682156174654
11/6/20,12.94,0.27615310047897507
11/9/20,-67.79,0.37614226893441033
11/10/20,-34.0,0.2420558479286365
11/11/20,-70.99,0.2809765627769832
11/12/20,67.4,0.22052187922532196
11/13/20,37.66,0.23654933894123326
11/16/20,75.33,0.2522084447200852
11/17/20,74.48,0.17504279270448106
11/18/20,-83.73,0.2983316591442387
11/19/20,-15.11,0.18944644101125588
11/20/20,-58.94,0.265113561537228
11/23/20,63.98,0.22800773836897997
11/24/20,-85.87,0.1551331468658915
11/25/20,-100.0,0.26947035208212494
11/27/20,-53.56,0.18504867825326807
11/30/20,43.69,0.24984190137176396
12/1/20,-100.0,0.15916285567274194
12/2/20,-19.94,0.23814163296946114
12/3/20,17.66,0.17897307637994211
12/4/20,-100.0,0.15488168716829284
12/7/20,-28.18,0.18423644330741737
12/8/20,60.71,0.12184700604498161
12/9/20,-100.0,0.25239108444366404
12/10/20,-100.0,0.16291566056863294
12/11/20,-50.84,0.19415868658794114
12/14/20,15.58,0.3124745317036259
12/15/20,-93.4,0.17264986912518296
12/16/20,-79.49,0.2717873039174923
12/17/20,5.08,0.17697468982081144
12/18/20,-68.22,0.20583199654157236
12/21/20,-100.0,0.28700106603809683
12/22/20,-100.0,0.17759009856092542
12/23/20,19.28,0.23563937070767996
12/24/20,24.47,0.1549857434717798
12/28/20,-99.63,0.163046977407066
12/29/20,-100.0,0.13755979000337076
12/30/20,-20.28,0.2386912915355947
12/31/20,72.8,0.22086877874299743
1/4/21,-32.74,0.42193758047787994
1/5/21,-53.32,0.25973899359626185
1/6/21,49.0,0.33796731348667886
1/7/21,-23.74,0.15772997062547836
1/8/21,-20.66,0.19000661099851973
1/11/21,-79.15,0.2616007643773897
1/12/21,-68.85,0.1572863984061407
1/13/21,25.84,0.2175882915217259
1/14/21,-6.1,0.1758774292100488
1/15/21,-40.6,0.27766791041689737
1/19/21,76.93,0.17898787390735066
1/20/21,-95.2,0.21993059432565573
1/21/21,-39.31,0.11879702028327722
1/22/21,-50.34,0.16268626543325332
1/25/21,197.41,0.22057393267358183
1/26/21,261.3,0.17935575326628153
1/27/21,-55.71,0.5941864743292744
1/28/21,100.31,0.2689142558969865
1/29/21,-4.81,0.42737266047196687
2/1/21,-10.23,0.3735914449738075
2/2/21,-100.0,0.19986819412026594
2/3/21,54.92,0.2471524161589473
2/4/21,-51.96,0.13750193182708403
2/8/21,-100.0,0.1860208606273867
2/9/21,-100.0,0.1343314558702606
2/10/21,-39.01,0.22564424886489431
2/11/21,-33.8,0.15082131310360722
2/12/21,-100.0,0.1596209837031345
2/16/21,-100.0,0.1480581613975153
2/18/21,-100.0,0.16833623090823172
2/19/21,7.56,0.17289451892065508
2/22/21,27.77,0.24678500729506833
2/23/21,35.21,0.1887288625675545
2/24/21,228.5,0.23994245255349123
2/25/21,-71.24,0.33827790000928126
2/26/21,53.49,0.3965641446871986
3/1/21,93.57,0.2774548855688848
3/2/21,34.71,0.22525451396879373
3/3/21,-74.03,0.430960548069525
3/4/21,26.69,0.3553455627774826
3/5/21,-70.9,0.3180779574550858
3/8/21,35.2,0.3490573743898954
3/9/21,-44.33,0.2319159698689579
3/10/21,9.77,0.27987914386039203
3/11/21,-97.33,0.16068063321327045
3/12/21,-16.4,0.16527925913615243
3/15/21,-91.77,0.22423047394014106
3/16/21,-58.31,0.1841345096128332
3/17/21,113.07,0.21325025703220696
3/18/21,-48.94,0.23750072980167103
3/19/21,-7.87,0.1930491623136054
3/22/21,67.08,0.19370712795664924
3/23/21,-41.69,0.167123457307022
3/24/21,124.84,0.2458160006738479
3/25/21,153.6,0.17690717804054937
3/26/21,-100.0,0.18447417170394223
3/29/21,-91.65,0.24713254849538457
3/30/21,-52.7,0.16793049214592923
3/31/21,180.68,0.23563908678092774
4/1/21,127.19,0.16171017095646995
4/5/21,-100.0,0.1887260620011761
4/6/21,-100.0,0.1254396107694942
4/7/21,78.5,0.17490954432090886
4/8/21,77.01,0.11195789485849998
4/9/21,-100.0,0.1296579949548592
4/12/21,-100.0,0.17754669109206386
4/13/21,-50.96,0.11782606628210475
4/14/21,109.86,0.18426393972953317
4/15/21,-47.46,0.12376519396466236
4/16/21,1.32,0.1205513576417702
4/19/21,-96.91,0.18219536917260404
4/20/21,71.09,0.1482795264892271
4/21/21,-100.0,0.16847721628580345
4/22/21,100.57,0.15050979723817198
4/23/21,-72.32,0.12541024026212652
4/26/21,-100.0,0.17545189577702408
4/27/21,-100.0,0.12725558716536495
4/28/21,-100.0,0.17625730446589774
4/29/21,24.2,0.12329232973590142
4/30/21,-90.37,0.16797075905209558
5/3/21,-18.15,0.16984322525501652
5/4/21,-100.0,0.1417143045464891
5/5/21,65.79,0.21525721884478224
5/6/21,59.44,0.12936535467508914
5/7/21,83.17,0.11296369475829184
5/10/21,281.6,0.24613818837800644
5/11/21,160.12,0.20247540198629807
5/12/21,70.36,0.40339902299803615
5/13/21,97.04,0.21075797987614137
5/14/21,-81.12,0.1706164733571662
5/17/21,11.89,0.23980111361624093
5/18/21,-93.59,0.18851218498324263
5/19/21,-22.81,0.2794125735540318
5/20/21,-97.54,0.15626403020531507
5/21/21,34.1,0.1733308049077382
5/24/21,-100.0,0.17238346615536898
5/25/21,-95.4,0.13531387381764395
5/26/21,-97.85,0.16389524574280234
5/27/21,-97.37,0.12927299539936152
5/28/21,-86.55,0.12440358262833544
6/1/21,-82.26,0.11520586579125305
6/2/21,-24.98,0.1623329255737984
6/3/21,32.12,0.15133112208626576
6/4/21,-100.0,0.10631774495729722
6/7/21,-85.54,0.1317419056610376
6/8/21,-79.61,0.10196058339327989
6/9/21,-30.01,0.20459318783242814
6/10/21,-80.13,0.0959769600788005
6/11/21,-69.81,0.08856595662508647
6/14/21,6.18,0.1579126946032607
6/15/21,-15.63,0.15345629446719714
6/16/21,68.54,0.25109142295162895
6/17/21,215.05,0.1315239256642926
6/18/21,30.82,0.23644448594877515
6/21/21,-48.49,0.1780658046870484
6/22/21,-75.48,0.09569067456216142
6/23/21,65.22,0.1457435202252849
6/24/21,-25.32,0.09219582979138816
6/25/21,-68.94,0.0958693505846904
6/28/21,-96.61,0.12698461598299804
6/29/21,-95.66,0.087046621585663
6/30/21,210.56,0.13503447563287957
7/1/21,82.49,0.10579103106962649
7/2/21,-92.86,0.09098180855915242
7/6/21,-30.48,0.09842814121790842
7/7/21,-74.34,0.1367053214299788
7/8/21,54.89,0.1395206554344717
7/9/21,-34.77,0.10717530588705819
7/12/21,-75.17,0.15447898010603608
7/13/21,-88.4,0.12621614462792874
7/14/21,61.09,0.16082359472768595
7/15/21,71.2,0.12621172434681976
7/16/21,147.33,0.16863565714521614
7/19/21,65.52,0.3059264693211345
7/20/21,55.1,0.14940424767100358
7/21/21,91.45,0.1705943276148639
7/22/21,208.69,0.10240161682608759
7/23/21,-55.34,0.10523948633033124
7/26/21,-35.66,0.16367155612067494
7/27/21,-94.46,0.14738903115989727
7/28/21,-100.0,0.18948817731942535
7/29/21,-0.68,0.11783152577285266
7/30/21,-82.16,0.13913192612992809
8/2/21,-68.76,0.19508445527511034
8/3/21,20.62,0.0975816918660373
8/4/21,2.69,0.17670643076979473
8/5/21,-78.4,0.11897790428262506
8/6/21,-100.0,0.10052228032783354
8/9/21,-45.33,0.12775016345776372
8/10/21,-54.55,0.09749731460918468
8/11/21,-9.45,0.11984431974034276
8/12/21,-100.0,0.07344100738210303
8/13/21,-47.01,0.08450889050985796
8/16/21,394.73,0.12426954073354694
8/17/21,111.91,0.11539913497224741
8/18/21,-26.88,0.29721599407206334
8/19/21,-3.9,0.18607192914699514
8/20/21,88.61,0.11844890726561796
8/23/21,-38.74,0.12321415029238864
8/24/21,-51.66,0.08366565973665346
8/25/21,-54.63,0.13356551442787795
8/26/21,70.11,0.145614949314889
8/27/21,26.71,0.09428156017554097
8/30/21,-90.6,0.11086364124175921
8/31/21,-100.0,0.10317518196754007
9/1/21,-58.0,0.14109557795076094
9/2/21,-100.0,0.10124143327352932
9/3/21,-19.76,0.09151202993232281
9/7/21,-93.44,0.09235069137659842
9/8/21,126.87,0.15286754943855058
9/9/21,79.71,0.13109397663586198
9/10/21,-82.02,0.2058550270389118
9/13/21,-75.94,0.22089319991268982
9/14/21,53.2,0.15057389352180045
9/15/21,99.17,0.1802937537560856
9/16/21,120.23,0.1073952197426378
9/17/21,133.28,0.18360211007511418
9/20/21,-51.02,0.35989326108223374
9/21/21,-21.51,0.2645173348044264
9/22/21,20.53,0.2642369088024496
9/23/21,-100.0,0.13258445233600205
9/24/21,-79.65,0.14555407779099794
9/27/21,231.49,0.16057112688191633
9/28/21,-88.75,0.23508257241478808
9/29/21,-100.0,0.3120761898584977
9/30/21,29.69,0.23029079069177552
10/1/21,39.5,0.2170451517498301
10/4/21,5.39,0.33549083551351083
10/5/21,-60.31,0.18164896359676438
10/6/21,-48.5,0.29940581467894367
10/7/21,-94.59,0.18295232130484362
10/8/21,-3.38,0.18993967143658635
10/11/21,-96.46,0.281920720799258
10/12/21,-68.63,0.2147011061000187
10/13/21,192.01,0.23635410805664356
10/14/21,39.19,0.13731884704983602
10/15/21,-53.33,0.13930866174406556
10/18/21,103.48,0.1650881722912807
10/19/21,-13.11,0.10490698822836292
10/20/21,-94.99,0.14421980524163183
10/21/21,-100.0,0.09465161733690469
10/22/21,34.06,0.11005444472351661
10/25/21,-47.02,0.13608772154649476
10/26/21,-11.86,0.1148867648588772
10/27/21,48.66,0.1768537558181816
10/28/21,-85.55,0.11316680239164398
10/29/21,-97.29,0.12100240936513562
11/1/21,59.4,0.17629979236964527
11/2/21,-0.33,0.13710859514778237
11/3/21,11.38,0.16331547204520214
11/4/21,-27.53,0.10559577180144561
11/5/21,-100.0,0.1199038253039404
11/8/21,121.44,0.15339740205764482
11/9/21,67.47,0.12679696177842203
11/10/21,-9.74,0.20303696868635104
11/11/21,43.38,0.12150789958331638
11/12/21,-100.0,0.11506125992015015
11/15/21,-93.34,0.1447836645980694
11/16/21,-52.03,0.09589978844374647
11/17/21,-100.0,0.14707210741353569
11/18/21,-91.9,0.10165011628980183
11/19/21,-69.49,0.121337163565131
11/22/21,-58.55,0.19477804561467377
11/23/21,-78.93,0.1340990878845014
11/24/21,33.55,0.18751596741569418
11/26/21,-31.29,0.37841990649394514
11/29/21,228.59,0.23806955502790075
11/30/21,-2.01,0.20838927285517775
12/1/21,-70.91,0.4476995385286506
12/2/21,-15.81,0.2533851119691685
12/3/21,-31.43,0.38324576786305076
12/6/21,67.43,0.3235614779757577
12/7/21,-77.81,0.15896387292191125
12/8/21,-78.96,0.19639449463563796
12/9/21,35.42,0.17393592937441138
12/10/21,107.21,0.11815885202464035
12/13/21,-24.66,0.2660522895317145
12/14/21,70.65,0.22582116661987983
12/15/21,143.64,0.2659069585543253
12/16/21,77.12,0.22374502878428465
12/17/21,-7.0,0.254555269939154
12/20/21,103.67,0.337847985678551
12/21/21,51.32,0.17728502827163187
12/22/21,130.74,0.2265971655360998
12/23/21,122.02,0.15896346752302637
12/27/21,-100.0,0.1554223303077579
12/28/21,-79.29,0.1191024991450545
12/29/21,-11.29,0.13860770729976796
12/30/21,-52.97,0.11142500529999655
12/31/21,-8.54,0.14137604515005822
1/3/22,248.55,0.15795178539426022
1/4/22,381.87,0.11894735188279769
1/5/22,-59.26,0.22769467739239602
1/6/22,-63.21,0.16988744089208851
1/10/22,6.92,0.2577603040239825
1/11/22,-69.62,0.16788109134342508
1/12/22,28.32,0.22486506391502153
1/13/22,-100.0,0.2019175391643612
1/14/22,88.48,0.24257407114759988
1/18/22,17.65,0.2249795289450723
1/19/22,130.59,0.34143205621917294
1/20/22,88.37,0.3203388009749333
1/21/22,-76.04,0.40380740165536505
1/24/22,-43.83,0.6052203396895952
1/25/22,-91.77,0.41958460846874734
1/26/22,-24.78,0.5996177069777995
1/27/22,64.52,0.3852628073923593
1/28/22,11.66,0.34352777294881803
1/31/22,14.57,0.29890030043964555
2/1/22,23.23,0.17330303296351535
2/2/22,37.35,0.29128635030391314
2/3/22,-69.2,0.23698292698473825
2/4/22,-81.24,0.2731284507801172
2/7/22,114.87,0.2854194702027131
2/8/22,87.33,0.15976949241109942
2/9/22,225.05,0.2964669101432056
2/10/22,91.41,0.26857466789202766
2/11/22,-86.15,0.38132511137197694
2/14/22,8.65,0.39902505276600847
2/15/22,-100.0,0.23554211800378602
2/16/22,136.23,0.30554022609940057
2/17/22,-49.29,0.28567511291778314
2/18/22,-40.82,0.40362753969263854
2/22/22,15.02,0.329592698416862
2/23/22,89.08,0.4621549238645529
2/24/22,55.78,0.2945852520022763
2/25/22,-93.05,0.33903464753064094
2/28/22,-88.44,0.4351518590531093
3/1/22,17.05,0.39693858588790965
3/2/22,-26.21,0.42374492354551596
3/3/22,-39.76,0.28282516878289843
3/4/22,91.3,0.37091055682861096
3/7/22,-20.32,0.5502301244505287
3/8/22,70.75,0.39192511189339196
3/9/22,-14.54,0.4836222658282923
3/10/22,4.5,0.28369634068946564
3/11/22,-58.2,0.38401199529130914
3/14/22,103.78,0.5204549080338683
3/15/22,48.27,0.34487518722419924
3/16/22,16.35,0.3626689641700992
3/17/22,-28.98,0.18288742442364148
3/18/22,-100.0,0.2684811842143622
3/21/22,-96.31,0.30063874653179684
3/22/22,79.41,0.1873601634145291
3/23/22,49.26,0.31390907065562995
3/24/22,-44.28,0.18078946388125372
3/25/22,-22.17,0.1973176989670224
3/28/22,-40.02,0.2269452572831906
3/29/22,-2.91,0.13591343629402616
3/30/22,26.29,0.2421863894459175
3/31/22,-76.06,0.15594258828086244
4/1/22,7.34,0.16952168077861166
4/4/22,226.84,0.19871189620514831
4/5/22,16.76,0.18182598132416883
4/6/22,-87.88,0.27535807801678286
4/7/22,-84.01,0.19053888287577198
4/8/22,130.89,0.19788169872441788
4/11/22,-49.13,0.34159179780059246
4/13/22,-0.1,0.2897845579580102
4/14/22,-100.0,0.2468960037828226
4/18/22,29.9,0.29219108447657793
4/19/22,-92.46,0.17730463638791566
4/20/22,263.0,0.2814941003629243
4/21/22,183.52,0.2261962578233866
4/22/22,-76.66,0.38735461584347564
4/25/22,58.79,0.40497556935348206
4/26/22,-96.24,0.43131831681243854
4/27/22,-45.01,0.488664611311265
4/28/22,174.23,0.32058578606260835
4/29/22,-67.58,0.38800568835173266
5/2/22,50.66,0.531278212492373
5/3/22,97.23,0.3962176414651354
5/4/22,142.51,0.3767251041975605
5/5/22,-76.02,0.42629785922675
5/6/22,105.65,0.3970464081670481
5/9/22,-49.22,0.5600189031398135
5/10/22,-18.42,0.4539750759616866
5/11/22,-0.63,0.529783046141639
5/12/22,40.92,0.3967585713767726
5/13/22,-83.61,0.38223341190638643
5/16/22,8.14,0.4468052894794257
5/17/22,234.13,0.2907684572481315
5/18/22,-79.67,0.5128737138249777
5/19/22,-100.0,0.33713688309950113
5/20/22,19.18,0.36015211737694647
5/23/22,-95.14,0.4673614808017976
5/24/22,-35.6,0.34666420061946107
5/25/22,144.29,0.44571987655408507
5/26/22,118.39,0.27287222264477623
5/27/22,-64.09,0.3248017416242712
5/31/22,-30.65,0.2685350502633951
6/1/22,-91.5,0.3997574081153798
6/2/22,58.18,0.23553250973441098
6/3/22,-80.63,0.26091862360478174
6/6/22,-100.0,0.34626535445072826
6/7/22,24.69,0.21481775743696693
6/8/22,220.65,0.37448930966000127
6/9/22,90.09,0.3441559409106725
6/10/22,154.69,0.3522785745125909
6/13/22,-60.95,0.6769666786280786
6/14/22,-36.87,0.5012174193847926
6/15/22,38.75,0.5320071832296394
6/16/22,-97.61,0.4496007256796552
6/17/22,42.14,0.416517926120773
6/21/22,-87.74,0.31011503714743527
6/22/22,150.11,0.4313148232459026
6/23/22,168.81,0.2980041721736384
6/24/22,-71.73,0.27947558432811836
6/27/22,29.9,0.38848215378280376
6/28/22,-100.0,0.29477825581084505
6/29/22,-96.35,0.45416901686362693
6/30/22,-29.44,0.3162883605607435
7/1/22,-100.0,0.30444739403108706
7/5/22,-74.5,0.2693442570132386
7/6/22,-13.64,0.4093850593799797
7/7/22,-100.0,0.2568810062080635
7/8/22,16.7,0.23447073651044817
7/11/22,-23.28,0.40281673463834555
7/12/22,-75.72,0.37779121249217723
7/13/22,-12.98,0.42944900213475135
7/14/22,55.57,0.29661128693336825
7/15/22,-21.54,0.2381319905641806
7/18/22,136.7,0.33419172172434836
7/19/22,-43.26,0.23682334196924135
7/20/22,-98.42,0.3359654393943325
7/21/22,1.1,0.18685681280140423
7/22/22,-100.0,0.2123327348313013
7/25/22,-13.06,0.37972348035654063
7/26/22,94.09,0.3018645016039674
7/27/22,87.37,0.3544864358809131
7/28/22,74.15,0.23567088670739494
7/29/22,-90.79,0.20500304511244927
8/1/22,-31.58,0.3027573739267543
8/2/22,92.25,0.23217342284536446
8/3/22,-88.61,0.2899943337595223
8/4/22,-85.13,0.20328279506723096
8/5/22,-99.66,0.2009282244848978
8/8/22,16.88,0.3397784722530921
8/9/22,88.95,0.2930783528022434
8/10/22,45.31,0.24891351457169109
8/11/22,101.67,0.19384341682362902
8/12/22,-64.51,0.17573830087481393
8/15/22,-60.2,0.24497558031190497
8/16/22,1.57,0.16475758685335495
8/17/22,-12.63,0.2734462064498388
8/18/22,103.62,0.17708916964662205
8/19/22,135.83,0.1988612033942117
8/22/22,-100.0,0.3048582458539241
8/23/22,-77.39,0.2100615025220636
8/24/22,39.41,0.35115584547588946
8/25/22,193.53,0.265246980000835
8/26/22,-47.07,0.288335074097783
8/29/22,26.72,0.36190676266401145
8/30/22,-35.47,0.24936555797455703
8/31/22,-58.46,0.37703318433544963
9/1/22,-20.05,0.2853558267940753
9/2/22,-76.24,0.30345893075373676
9/6/22,46.59,0.2754529612376388
9/7/22,44.16,0.3474967001157025
9/8/22,88.94,0.2270969061156946
9/9/22,6.16,0.22674471044029704
9/12/22,140.31,0.43642571148139253
9/13/22,-84.6,0.2856077466569624
9/14/22,43.18,0.3872177281282821
9/15/22,11.62,0.3204860310026432
